track_id,artist_name,title,lyrics,emotion
TRAAELR128F42900A1,Tahiti Boy & The Palmtree Family,That Song,"foreign
there feels like paradise oh my dear
see my face behind the clouds
close your eyes
slowly remember the past I'm not sure
how much longer it's gonna last
we only have a few years left to realize
together
my song
when the night is
thank you",joy
TRAAEMJ128F425A917,Eurythmics,Tous Les Garçons Et Les Filles,"All the boys and girls my age
Walk down the street in pairs
All the boys and girls my age
Know well what it means to be happy
Eyes in eyes, and hand in hand
They fall in love without fear of tomorrow
Yes, but I, I walk the streets alone, the lost soul
Yes, but I, I'm alone, because nobody loves me
My days are like my nights
In all respects
No joy, plenty of boredom
Nobody whispers ""I love you"" in my ear
All the boys and girls my age make plans for the future together
All the boys and girls my age know very well what love means
And eyes in eyes, and hand in hand
They fall in love without fear of tomorrow
Yes, but I, I walk the streets alone, the lost soul
Yes, but I, I'm alone because nobody loves me
My days are like my nights
In all respects
No joy, plenty of boredom
Oh, when will the sun shine for me?
Like the boys and girls my age
Will I soon know what love is?
Like the boys and girls my age
I wonder when the day will come
When eyes in his eyes, and hand in his hand
I will have a happy heart, without fear of tomorrow
The day that I will no longer be a lost soul
The day that I, too, will get someone who loves me",sadness
TRAAENC128F1451DE9,Francis Dunnery,Too Much Saturn,"(This is a song about sevear emotional problems)
I always believed that if I ran off to India
Wore sandals and shaved my head


And used Body shop conditioner, and incense like crazy



I could call myself a spirit head



But I only went to India to look on top



I wore sandals cause I'd smoked all my money



And I shaved off all my hair cause I had the fleas



I'd been sleeping all over



And the Body shop conditioner was a present from a friend



And the incense used to hide the smell



Of the drug den that I lay in







And so I ask myself what my motives are



For this lying need to look so free



And if I tell myself real honestly



What more can I admit to, open up a door



He said I'm gonna find out what I'm here for



He said I'd find out soon



I got too much Saturn and not enough Moon











I always believed that if I never missed a Yoga class



Read my horoscope in the dailies



And recycle bottles, and know a Red Indian



I could call myself a spirit man



But I was only doing Yoga cause I fancied the teacher



And stars cause it looked good on paper



And I only went to church cause my granny gave me money



When confession was over



And I only knew the Indian cause his brother's a dealer



And bottles had a price on their return



So I could go and play, Oh my my











And so I ask myself what my motives are



For this lying need to look so free



And if I tell myself real honestly



What more can I admit to, open up a door



He said I'm gonna find out what I'm here for



He said I'd find out soon



I got too much Saturn and not enough Moon











So now that you know why I don't love you



And now that you see that I'm so scared



Am I a good man ?



Am I a deep deep man ?











What more can I admit to, open up a door



He said I'm gonna find out what I'm here for



He said I'd find out soon



I got too much Saturn



How can I admit it, open up a door



He said I'm gonna find out what I'm here for



He said I'd find out soon



I got too much Saturn and not enough Moon",anger
TRAAENU128F93055DA,Arnej,Strangers We've Become,"[Music]
street
[Music]
so
the strong
the strangers
[Music]
you
[Music]
[Music]
so
[Music]
[Music]
[Music]",neutral
TRAAEOT128F14681B9,Julie London,Black Coffee (Digitally Remastered 96),"I'm feelin' mighty lonesome
Haven't slept a wink
I walk the floor
And watch the door
And in between I drink
Black coffee

Love's a hand-me-down brew

I'll never know a Sunday

In this weekday room



I'm talking to the shadows

Of one o'clock before

And Lord how slow the months ago

When all I do is pour

Black coffee

Since the blues caught my eye

I'm hanging out on the move

My Sunday dreams to dry



Now a man is born to go lovin'

A woman's born to weep and fret

To stay home and tend her oven

And drown her past regrets

In coffee and cigarettes



I'm leavin' on the mornin'

Mournin' all the night

And in between, it's nicotine

And not much heart to fight

Black coffee

Feelin' low as the ground

It's drivin' me crazy

This waitin' for my baby

To maybe come around

To maybe come around

Pour me black coffee

And I'll come around",sadness
TRAAEPG128F429139A,Alabama Thunderpussy,Hunting By Echo,"My time alone was well spent but now seems wasted 
Even thought I had grown old enough to shy away from childish decisions 
Keeping occupied with limited pleasure and hours of sorrow to hide 
I'm burning alive every moment on fire everyday of my life 
[Chorus] 

Tried facing the world one on one 

Yet fairness has always remained unknown 

Letting go 



Changing inside hidden by my expressions on the outside 

Praying that sunrise will brighten the darkness of a once peaceful mind 

Sleepless again drenched in sweat pillows collapse with sheets to shed the fragile wood 

Frame bends beneath my head 



This knife stuck in my side crooked and wide 

The blocking of blood steal bone collide 

Leaving me helpless completely defenseless 

My access denied [x4] 



Who was it that said all wounds will heal 

Guess they were never ill 

Explanations only for some of us 

How close can one come to the doorstep of death? 

Before the bell is rung 

A few already know... already know 



My time alone was well spent but now seems wasted 

Even thought I had grown old enough to shy away from childish decisions 

Keeping occupied with limited pleasure and hours of sorrow to hide 

I'm burning alive every moment on fire everyday of my life",sadness
TRAAERS128F14A5562,Love,The Castle  (LP Version),"Here's my baggage, hand me my staff
I'm leaving on a plane, a boat or raft

my love, I love, so hard to choose
If that were in my mind, it I would use
Oh...



Goin' back to Mother

Leavin' on the double

Think I'll go to Mexico",neutral
TRAAERU128F930674F,Vickie Winans,Make Me Over,"well praise the Lord Saints praise the
Lord this is the day that the Lord have
made we shall rejoice and be glad in it
can I get an amen amen now I just wonder
has God ever done anything good for
you Hallelujah you know we start our
service off with testimony service and
so testimony service is now open for all
those that want to testify for the
Lord m God to God I'm a
sold in the army of the Lord I'm a
soul in
the and I believe I in
the I
believe
Hallelujah all right all right all right
good morning everybody praise the Lord
my name is Mother Maddie Bowman and and
I just I got something I want to testify
this morning about I I want to thank the
Lord I I thank God for all my children I
got 11 10 12 I got a lot of children and
uh I don't know I got to count them you
know you know that is and I just thank
God cuz I you know I've been down in the
cotton fields of Georgia God done
brought us over did he bring over oh my
god I've been through it I've been
through it but I I tell you I'm here
today I tell you what we got old me and
my husband Aon we got a old black
Chevrolet and uh we packed as many
children as we can get in there and
bring them with us you know all the ones
that can't fit they just have to run
alongside like they in the line of
fire but we all made it to church safe
this morning and I want to thank God and
I got a little song burning within me
and it goes something like this how I
got
over how I got over
soul look back and wonder how I
got my God I feel like
dancing you know back in the day when we
used to have testimony service my mama
would stand up on her and she throw her
head back and sang songs like this she
said how I got
over how I got over my
soul
yes I made
it I made
it my
soul wait a minute when I think of the
goodness of Jesus and all has done for
me if it had not been for his mercy God
knows where I I would be he brought me
through great trials in
my me so
yes I made
it I made it
over look back and
wonder how I
got I got got my soul so look back and
wonder how I
got since then I lost my mother my heart
was filled with G the pain kep on
burning I could not find Rel that ask
the Lord to help me and yes he gave me
peace
oh oh
my
I look at me enough I'm still here
oh yes I made
it I came to the
R I stood lost my
mind I made it oh I made
ited to stop me but I to block me but
I I make it I take
it I made it over I made it I made it
over I made it
I
made
made I made it
over I made it
over you made it over too why the Lord
is done for you yeah I'm I'm made it
home when I couldn't pay my bills I stay
right in here we and he know that
he over I made it over through the rough
time I made it through the TP time I
made
it told me
it's C your cat he take he'll
never
on he won't ever leave you alone throw
your hands up high lift your high to the
sky say
I'm oh
yes sunshine rain days that was H about
soing along the
way Time tough time is Hard Time battle
time all the survivors get on your
feelings sing along with me I made it
over I got
over
myself oh yeah got over how I got
over oh yes I'm glad I'm over my
soul
soul my
soul
oh my my my God everybody just clap your
hands you know this is what they called
an old traditional song but since I love
to keep young people around me my 21y
old nephew Tim Bowman Jr he's going to
show us how to sing it in the 21st
century Timmy how would you say it
I made it
over
made
made
made made
it made
down down
down that's how I made it
over made
it my
soul yeah over how I got over so glad I
made it over
my my
soul my soul",sadness
TRAAERV128EF3440F2,Eternal,Save Our Love (Jervier Club Mix),"Save Our Love

Save our love (x3)
Do you remember
All of the joy we found last spring
Oh baby

So good together

We never worried about a thing

No no

But now I see such a distance in your eyes

And the seasons come between us

I can't find my paradise

Without your love I'm a little child lost in the world

Mmm, come on baby

Say it's not too late

I know there's time enough

Help me darling

We got to save our love

Save our love

Stay close beside me

'Coz the sky is stormy now

Come on baby, come on and save our love

Save our love

Save our love (x3)

Walking in circles

Thinking if all we had was gone

Oh yeah

My life would be worthless

Never known emotions cuold run this strong

Oh, you don't know

What went on inside of me

When you said that you'd be leaving

'Coz I hurt you selfishly

Without your love I'm as hopeless

As the earth without the sun

Oh come on baby

Say it's not too late

I know there's time enough

Help me darling

We got to save our love

Save our love

Stay close beside me

'Coz the sky is stormy now

Come on baby, come on and save our love

Save our love

Save our love (x3)

So let's not fall apart

Like all those other lovers

I know if we trust

Love will leave it up to us

Oh

Oh, say it's not too late

I know there's time enough

Help me darling

We got to save our love

Save our love

Stay close beside me

'Coz the sky is stormy now

Come on baby, come on and save our love

Save our love

Say it's not too late

I know there's time enough

Help me darling

We got to save our love

Save our love

Stay close beside me

'Coz the sky is stormy now

Come on baby, come on and save our love

Save our love

Stay (stay) (x3)

Stay

[ad lib to fade]",sadness
TRAAERZ128F1496921,Wayne Wonder,All This Time,"baby
after all this time how can I leave you
now
oh yay
[Music]
something I can give
[Music]
is forever
[Music]
[Applause]
[Music]
[Music]
remember
all this time
[Music]
still shines the sun still says
[Music]
another time
[Music]
[Music]
I knew someday you need to find
something that you've let me
something I can give you
all these things
[Music]
and memories
[Music]",surprise
TRAAESC128EF36760E,Crime Mob,Wuz Up [featuring Bohagon] (Album Version),"(feat. Bohagon & Fabo of D4L)
[Chorus:]
Wats Happenin Wuz Up(Wuz Up)
Wats Happenin Wuz Up(Wuz Up)
Wats Happenin Wuz Up(Wuz Up)

Wats Happenin Wuz Up(Wuz Up)

(You Already No No No)Wats Happenin Wuz Up

Wats Happenin Wuz Up(Wuz Up)

Wats Happenin Wuz Up(Wuz Up)

Wats Happenin Wuz Up(Wuz Up)

Wats Happenin Wuz Up(Wuz Up)

(You Already No No No)Wats Happenin Wuz Up



[Verse 1: Bohagan)

(Do U No Who I Am?)

Who Am I Bohangan The Life I Live It

Niggas Talkin Bout Hustlin An Ballin I Did It

I Aint Talkin Bout Movies Im Tellin U Real Shit

Cant Talk Haters Mite Try 2 Tell I Did It

U Can Catch Me Full Throtle On Hen An Remy Bottles

I Dont Trick A Couple Of Dollars On One Of My Hood Hollas

Cuz Ima Play The Game However The Chips Fall

Bohagan Got The Streets Jumpin Like A Criss Cross

So Fuck It Hop In The Bucket In All That

Haters Mad Cuz The Tv Dont Pop Out At Yall Ass

If A Head To The Trunk U Done Wit All Bad 

Im Bout To Grab A Keg An Spray At Yall Ass



[Chorus]



[Vers 2: Princess]

A A A Throw Them Duces Say Wats Happenin Princess Im Flashy Hoes Hate Me Cuz They Niggas Starrin While Passin Yup They Start Gaspin Damn Shes So Sassy I Can Spin Some Dollas U Still Want Catch Me Lackin Pimp Without A Passion For Niggas U See Me Stackin The Figure An Make All Of These Bitches Become A Haspin Naw No Need For Braggin Nope No Time For Naggin Wen U See Me In The Club Dont Hate Jus Say Wats Happenin



[Verse 3: Diamond]

Hey Baby Been A Ci Papi Wuz Up Will Yall Pass Me Off Sum Cheddar Cheese An Let Me See Yo Bucks Watch Me Shake My Laffy Taffy For These Suckers Im That Hard To Find Flavor Sweeter Than A Watermelon An A Pack A Nowlaters Bubblicious Thighs I Catch Eyes Wen I Pass Through If Looks Could Kill Then Ill Be Trill Pop U Like Sum Cat Stewthey Ask U Remind U Im That Good Shit Im That Coke For The Femes Genuwine In These Jeans I Keep Em Crawlin On They Knees.



[Chorus: Fabo]",neutral
TRAAETB12903CE8EF9,Hardfloor,Don?t Trust Chief Wiggum,"[Music]
now
I know Eddie is Ralph's father look at
the hair look at the hair no classy I
swear to you it's not true
my son's breath smells like cat food
okay you got me",surprise
TRAAETC12903CC4839,Linda Eder,On The Street Where You Live (album version),"I have often
walked down this street
before but the pavement always stayed
beneath my feet
before all at once and
my several stories
high no
I'm on a
street where you
live are there lilac
trees in the heart of
town can you see a lar in any other part
of
town does enchantment
pour out of every
door no it's just on the street where
you
live and
oh the Towering
feeling just to
know somehow you are
near the
overpowering
feeling that any second you may suddenly
appear people stop and
stare they don't bother
me for there's nowhere else on Earth
that I would rather
be let the time go
by won't care if
I can be here on the street
where you live
[Music]
[Applause]
[Music]
ah and
oh the Towering
feeling just to
know somehow you are
near the
old
overpowering
feeling that any second you may suddenly
appear people stop and stare
they don't bother me for there's nowhere
else on Earth that I would rather
be let the time go
by I won't care if
I can be here on the street where you
live no I won't care if I
can be on the street where you live
[Music]",surprise
TRAAETD128F92F89A3,Stretch Arm Strong,Pursuit Of Happiness,"Surrender to your senses. 
indulge in your desires. 
the need to have it all is the flame that feeds your fire. 
determined to obtain. 
programmed to recieve. 
yourh eart has hardened. 

your soul has been deceived. 

searching for the things that will make your life complete. 

you never learned from the past. 

it is you they will defeat. 

for ths pursuit you will suffer the cost. 

suffer the loss. 

is the victory worth the loss? 

or will you let yourself destroy you for the chance to have it all? 

or will you firmly stand and from yourself demand the joy that comes. 

from within? 

i know you're scared. 

i know the pain inside. 

i know you're lonely. 

i know the tears you've cried. 

determined to obtain. 

programmed to receive. 

your heart has become hardened. 

your soul has become deceived. 

searching for the things that will make your life complete",sadness
TRAAETN128F9313BA2,Eoghan Heaslip,Love Beyond Measure/Amazing Grace,"[Music]
when I look
around I see your hand every breath I
take it's part of your plan in the
little things in The Grand
Design Your Blessings flow so pure So
Divine from the sunrise to the Setting
Sun
[Music]
your favors with me and everyone more
than I ever hop more than I
dream Your Love pours out in Endless
streams I'm bless beond measure more
than words can say Your Grace is
unending new every day in the highs and
the lows you're my treasure you give let
me alive bless be on Me
O from the depths of my soul I know it's
true Every Blessing Lord comes straight
from
you in your trials you're my peace my
Cal in the victory you're my song
through every
season you
provide with you Lord I'm
satisfied your blessings rain down like
the sweetest
Grace I'm joy and your holy
Embrace more than the riches this world
can give your love is the reason that I
live I'm bless me on measure important
words can say Your Grace is unending new
every day in the highs and the lows
you're my treasure you've given me a
life bless beond meure
ooh from the deps of my soul I know it's
true Every Blessing Lord com straight
[Music]
[Applause]
more than enough you
overflow in every moment your love I
know I'm covering Mercy I'm wracked in
Grace blessed in your goodness in every
place I'm bless beond measure more than
words can say Your Grace is on in you
every pain in your hearts the Lord all
my treas the me life let's be on
[Music]
me on for the dep of my soul I know it's
true Every Blessing Lord com straight oh
just beyond measure in all that I see
for every blessing Lord You've poured on
me in your love and your care I stand
secure bless beyond measure forever more
[Music]",joy
TRAAEUB12903CDD3EA,The Berzerker,Deform (live),"i like the fast ones better myself
anyway
self-titled album
it's a track i rode [ __ ] 12 years ago
it's very simply entitled gentlemen in
the course of my profession i have come
upon many lamentable deformities of the
face due to injury or disease
as well as mutilations and contortions
of the body depending upon like causes
oh
foreign
[ __ ]
right
oh
oh
oh
yeah
we've only got a few more left
this is these gentlemen's last shows
with us
sam bean we've dragged him over from
england
mad [ __ ] wilcock we've dragged
him back from england
we brought jave going across
i know what i have witnessed and you
have about 10 minutes left my friends
prepare yourself for a journey into a
world
or is it",sadness
TRAAEVS128F934861A,Trees of mint,And so on...,"Kanye West you need a mint for your
Kanye breath and when I'm done with you
there's going be no Kanye left I miss
the old Kanye chop up the soul Kanye St
from the
Kanye Kanye I the
Kanye Kanye the news",neutral
TRAAEWC128F427D19B,Mass Hysteria,Sur la brèche,"[Music]
thank you
[Music]
sure
Nicholas
foreign
[Music]
[Music]
oh my God
let's see
yeah
[Music]
[Music]
daily results
free money today
oh
foreign
[Music]",surprise
TRAAEWG128F930B3A4,Kings Of Leon,Wicker Chair,"(Nathan Followill/ Caleb Followill/ Angelo)
In your little white wicker chair
Unsuspicious nobody cares for you
You're so fucked up again
You laugh at nothin' in the pouring rain

Try to tell yourself you're not insane

You fool, I hate you sometimes



Hey, you know it ain't coincidental that you're lost in place

It's drippin' off your face, and you're losin' your precious mind



Send me a postcard if you get that far

You got a couple pennies in your rusty jar

The truth you've been gone for awhile

It's hard lookin' at you when you look that way

With your one night stands and your sleep all days

Ooh you're such a slut sometimes



Hey, you know it ain't coincidental that you're lost in place

It's drippin' off your face, and you're losin' your precious mind



You're losing your mind",fear
TRAAEWZ128F429284D,Julie Andrews,"Polonaise (From ""Mignon"")","ladies and gentlemen I have great
pleasure in introducing to you our
youngest soprano from Starlight roof
Julie Andrews well Julie is this the
first time you've ever made a gramophone
record oh yes is it your first record
too no not exactly no how old are you I
am 12 how old are
you um I think I'll better ask the
questions what are you going to sing for
us I'd like to sing the Poise from M oh
lovely just the kind of junk I like
my
night in the bright
night there is a
C
old I
on everything I like I kn iight
we
oh",joy
TRAAEYF128EF365E8D,The Jack Stafford Foundation,Long live love,"[Music]
[Music]
if you're playing that drum but you got
no rhythm
[Music]
if you're a little out of key but you're
always
[Music]
singing if for some Carefree but some
not careless such your wck but ain't
love Reckless oh if you're listening I
hope you hear
this long live the young and
heart you know who we
are with you sp
bur take a risk and take a chance carry
on long live the show set
free don't be afraid the
dream while was still
turning every moment make it happen with
do Fe keep
on Beat by beat Breath by breath walking
hand in hand step by
with a drop of faith and childlike
wonder you can WEA the light and you can
breath the
[Music]
Thunder no Road M but keep on running no
parachute but keep on jumping oh I think
you might be on to
something long live the young at
heart you know who we
are with the spirit burning take a risk
and take a chance carry
on long live the stor set free don't be
afraid the
dream while the world still turning all
roll and make it happen with two left
feet keep on there
beat by beat Breath by breath walking
hand in hand step by step Here and Now
day by day won't let this memory slip
away long live the young at
heart you know who we
are with your spirit burning take a risk
and take a chance carry
on I live the soul set
free don't be afraid the
dream while the world still
turning every moment make it happen with
two left Fe keep
on every moment make it out
to L Fe keep on missing beat by beat
Breath by breath walking hand in hand
step by step beat by beat Breath by
breath walking hand in hand step by step",fear
TRAAEYW128F4238BF3,Topazz,Behind the wheel,"[Music]
[Music]
oh
[Music]
my is Will
good drive
anywhere do what you
[Music]
want I don't
care
tonight I'm in the hands of
F I am
myself over all the
place now
[Music]
a r
girl there are time when I
fear I'd rather not
[Music]
be the one behind the
wheel who my
[Music]
strength Watch Me Love
I'll do
[Music]
when girl
I
prefer you behind the
wheel and me is a
passenger
dve I'm used to
[Music]
care do what you
[Music]
want I'm going ch
[Music]
tonight you're behind the
wheel tonight
[Music]
you're behind the
wheel T
[Music]
ni you're behind
away tonight tonight tonight
he
[Music]",fear
TRAAEZN12903CE4910,Bronn Journey,The Carol Of The Bells,Carol of the Bells - By Lindsey Stirling,neutral
TRAAEZO128EF3626F5,Echt!,Hudsonsky sify,"[Music]
was like a
song that we
wrote and
S
[Music]
together it would be the
sweetest in
memories and
melies
oh I could
never
forget how it feels to have
fallen for you you will
always
be
special to
me so won't you sing
long to our a brand new
song it might not last
forever but ain't it
pretty I'll write the
M you write the words for
me and it might not be the
prettiest but it's the prettiest yes to
[Music]
me you were on my mind all the
time oh it's too good to be
true I'm madly in love with
you
forget how it feels to have
fallen for you you will
always
be
special to
me so won't you
[Music]
sing to our BR new
song it might not last
forever butting it
pretty I'll write the
M you write the words for
me and they might not be the
prettiest but it's the prettiest to
[Music]
me you
are you
are the
prettiest to
[Music]
me",joy
TRAAFAR12903CAE7AB,The Zinedines,A Man Called Tomorrow's Jellyboy,"I would die
[Music]",sadness
TRAAFBG12903CFEA3D,Dempsey,I Will,"[Music]
i don't know why
[Music]
god always takes the good ones first
and man i've tried
to be strong and carry on but
[Music]
and i just wish that i could talk to you
again somehow some way
even if it's for a moment so i can hear
you say
don't cry for me
i'm all right
i'm better than you
and this life can't be
shorter right
so don't waste it on sorrow
and just hold on to those moments and
the memories we share
we're both headed for the same place
anyway
i just beat you there
[Applause]
i know they say
just give it a little time you'll be
okay
[Music]
that might be
true
it don't really help
[Music]
and we ain't supposed to question
the man upstairs cause there's just so
much i don't understand it just don't
seem
[Music]
and this life can't
[Music]
and just hold on to those moments and
the memories
and as each day goes by i get a little
bit stronger
but that don't stop me from wishing you
we're here a little bit longer
[Music]
[Applause]
when i think of you
like i know you'd want me to
and i know you're watching
over me
[Music]
and
everything i do
and all those things i never got to say
well i was in them with this prayer
then look up wipe my tears and raise my
beard
and i'll see you there
oh
[Music]
you",sadness
TRAAFBP128F92D4546,Johnny Clarke,Enter Into His Gates With Praise,[Music],neutral
TRAAFCS128F92F9522,Adam Faith,Someone's Taken Maria Away,"[Applause]
very
much thank you and good evening everyone
it's a great thrill to be here and now
with the help of John Barry I'd like to
sing a new song someone else's
baby someone else's baby someone else's
eyes as are blue someone else's baby
someone else
too well who's got to hold
up N Gold I wonder who's in the love
seat who's got a heartbeat like thunder
if I act it bad I could Ste his fair
rain I know he'll be mad but I can't
resist the thought of being kissed by
someone else's
baby someone else
is someone else is baby someone else is
kind well he better mind
out she's going to find out I love her
this little
f is going to tell her that someone
else is
me well if I
AC I could steal his face
way I know he'll be mad but I can't
resist the thought of being kissed by
someone
else's someone else is special day
someone
else's someone else is got well he
better mind
out she's going to find out I love her
this little
Bella is going to tell her that someone
else
[Applause]
is",joy
TRAAFDF128F42494A2,Marine Girls,Shell Island,"i'm going to fall in love tonight i've
got my bow and arrow my heartshaped eyes
are burning bright i've got you in my
sight you're looking up my wings and by
the look in your eyes you've got an
epid my love is ready to take flight go
dancing to the light straight down with
an arrow like boom boom your heartbeat
faster like boom cuz you know you want
me and you cannot resist yeah i'm
looking for a lover and you're top of my
[Music]
list you're so
stupid trying to
resist my kiss but you know I'll never
miss
you just need to
relax show me your
[Applause]
[Music]
[Music]
hand i want to show you how to trust
want you and see what love is i want to
show you happiness so you don't have to
fear it down with an arrow
like your heartbeat faster like boom cuz
you know you want me and you cannot
resist yeah I'm looking for a lover and
you're top of my list
you're so
stupid trying to
resist my
[Music]
kiss maybe you just need to
relax
don't show me your hand
[Music]
you've fallen before and it
hurt one too many lessons
learned but I can see your heart
yeah
heat heat heat
[Music]
heat
[Music]
heat
[Music]
heat heat
[Music]",anger
TRAAFDR128F932937A,Sing-Sing,I'll Be,"[Music]
find me lose me need me like I need to
need you starve yourself so I can feed
you bore me Adore Me Slow Me Down Speed
me up inspire me be hot as nails and
soft as tears
slowly I give you affection could
be divine intervention you
be my heaven above I be
the one you can love
[Music]
me hold me SC me tell me something no
ever told me need me but don't let me
know make me beg me drink from my cup
wake me upad me sleeping be demanding
understanding with
me there are no conventions see
me without my intentions could
be your sent from above I'll
be the one you can
[Laughter]
[Music]
[Music]
love with
there are no conventions to see
me without my pretentions you
be my heaven above I'll
be the one you can
[Music]
love oh
[Music]
[Music]",anger
TRAAFDU128F426E91A,Idlewild,There's Glory In Your Story,"I felt alone
I put on my new shoes and hit the town
I still felt alone
I'm convinced everyone's built to be put down
I had to say (I had to say)

What I wanted to say (what I wanted to say)

I had to say (what I wanted to say)

Where are you going to stay?



I felt alone

Independence day comes when you're down

Still felt alone

Ten times I thought I'd almost found you 



Sometimes simple chords are the best

The simple approach is the best

If it makes more sense than any other

It makes more sense than any other



I felt alone

A failed Blake knocked me to the ground

I still felt alone

My attempts at chivalry fell without a sound

I felt alone

So put on your new shoes and leave this town

Still felt alone

I'm convinced, everyone's built to be put down



The simple chords are the best

Sometimes the simple approach is the best

If it makes more sense than any other

It makes more sense than any other",sadness
TRAAFEA128F92ECE9E,Earl Brooks,Let It Be Me,"[Music]
I bless the day I found
you I want to stay around
you and so I make you
[Music]
let it be
[Music]
me don't take this
heav from
one if you must cling to
someone now and
forever let it be
me each time we meet love
I find complete
love without your sweet
love What would life
be so never leave me
lonely tell me you love me only
and let you
always let it be
me each time we me
love I find complete
love without your sweet
love What would life be
so never leave me
lonely tell me you love me
only and that you
love let it be me
[Applause]
[Music]
[Applause]",joy
TRAAFEI128F422D353,Mick Flannery,Grace's Waltz,"[Music]
come
on put your dance and shoes on the end
this
play the lights are WR the night is
young and I want to goome with
you these people have no sense of
fun let's show these Jo I it's
done come
on you're drifting the Sun
song give too much wine we're out of
time nothing about it feels
WR I guess this is as close as I
get but I won't give up on you
yet so next time you need a partner let
go find another I'm
here carry the way for you I leave the
way for you
when we go out then again
[Music]
[Applause]
[Music]
[Applause]
[Music]
[Applause]
[Music]
you
[Applause]
[Music]",neutral
TRAAFEU128E078581C,R.E.M.,Fall On Me (Live),"(gentle rock music)
♪ There's the problem ♪
♪ Feathers, iron ♪
♪ Bargain buildings, weights and pulleys ♪
♪ Feathers hit the ground ♪
♪ Before the weight can leave the air ♪
♪ Buy the sky and sell the sky ♪
♪ And tell the sky, and tell the sky ♪
♪ Don't fall on me ♪
♪ What is it up in the air for ♪
♪ Fall on me ♪
♪ If it's there for long ♪
♪ Fall on me ♪
♪ It's over, it's over me ♪
♪ There's the progress ♪
♪ We have found a way to
talk around the problem ♪
♪ Building towered ♪
♪ Foresight isn't anything at all ♪
♪ Buy the sky and sell the sky ♪
♪ And bleed the sky and tell the sky ♪
♪ Don't fall on me ♪
♪ What is it up in the air for ♪
♪ Fall on me ♪
♪ If it's there for long ♪
♪ Fall on me ♪
♪ It's over, it's over me ♪
♪ Don't fall on me ♪
♪ Well I would keep it above ♪
♪ But then it wouldn't be sky anymore ♪
♪ So if I send it to you ♪
♪ You've gotta promise to keep it whole ♪
♪ Buy the sky and sell the sky ♪
♪ And lift your arms up to the sky ♪
♪ And ask the sky, and ask the sky ♪
♪ Don't fall on me ♪
♪ What is it up in the air for ♪
♪ Fall on me ♪
♪ If it's there for long ♪
♪ Fall on me ♪
♪ It's over, it's over me ♪
♪ Don't fall on me ♪
♪ What is it up in the air for ♪
♪ Fall on me ♪
♪ If it's there for long ♪
♪ Fall on me ♪
♪ It's over, it's over me ♪
♪ Don't fall on me ♪
♪ Don't fall on me ♪
♪ What is it up in the air for ♪
♪ Fall on me ♪
♪ If it's there for long ♪
♪ Fall on me ♪
♪ It's over, it's over me ♪
♪ Fall on me ♪
♪ Don't fall on me ♪
♪ What is it up in the air ♪",fear
TRAAFFI128F4258B77,Speedstar,Are You Feeling Better_ Angela?,"[Music]
so
daylight a dream of you
softly i wrote you
a letter that will never reach you
in montreal the days are much
colder there now you grow without
me on the
lookout baby won't you
look out a car full of
records i think that i'm
crazy
downtown the bar lights
illuminate lost in a
cityscape where i try
to find you
you walk like a miracle
bathing in starlight your voice
burning holes in the frame
i danced in the parking lot
cried in the taxi home
cause i still remember
your name
[Music]
anymore
but i will keep you
close to
me forever
[Music]
waiting for
[Music]
[Music]
a crowd with no
[Music]
just like the first time you
reach out i'm shaking again
you're gone in a
[Music]
in moment hands
but i will keep you
close to
me forever
well i know these words might mean
nothing now i'm stuck in this
ghost town your softness
still haunts me
someday i'll find my way out of here
if you don't change your mind
my dear i'll take you
with me
you",surprise
TRAAFFJ128F92FD11A,Will Atkinson,Cloud Surfing,"[Music]
[Music]
[Music]
w n
[Music]
[Music]
n
[Music]
[Music]
[Music]
oh
[Music]
[Music]
[Music]
a
[Music]
[Music]
oh
oh
[Music]
[Music]
[Music]
[Music]
[Music]
a
[Music]
oh
[Music]
[Laughter]
[Music]",joy
TRAAFFR128F42719EA,Tungtvann,Bokstavelig Talt (Skit),"[Music]
te
[Music]
[Music]
[Music]
from
201
[Music]
around 8.
[Music]
at used to have a when I was young she
was so
[Music]
friendly she started laughing Bo fun
[Music]
te te
[Music]
[Music]
[Music]
and food
[Music]",joy
TRAAFFZ128F9332D58,The Thought  Criminals,All The Freaks,"hey Jesse come over Brit you live in a
different country but I'm home
[Music]
alone you better do don't want to see
be you want to be better
do but you're one of these",neutral
TRAAFGQ128F427D884,The Kooks,One Last Time,"Can I hold you one last time
To fight the feeling that is growing in my mind
I know I did us both all so wrong
I know I'm not always all that strong
A-b-c-d-e-f and -g

Oh that reminds me of when we were free

Before life began to tear us apart

Remember those classes when we thought we were so smart



Ooooooooh

Ooooooooh



We were lovers in every way

Left school together, went back to my place

Now I can hardly remember her face

Before I met her I was ..sad



Ooooooooh

Ooooooooh



And can I hold you one last time

To fight this feeling that is growing in my mind",sadness
TRAAFHD12903CEC1EF,Janiva Magness,St. Gabriel,"uh
all a sad song about living
with nowhere to
a fiery red
in the field all around
they're brown and
dead gabriel
they say i killed a man
that threatened my life
but i went to prison
as long as i could
before i went down
i went out of saint gabriel
for what i had to do
thank you
hey
foreign
it's a hopeless life
and it's a crying shame
it was me or him
and i took the blame
you can feel the river
to the wall
it shakes the levy
now they say i was right
and i'm free to go
so i'm standing out here
by the side of
i got nowhere to go
stay gay
do
you",sadness
