Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Duration (ms),Experimental_Category,Brainwave_Type,Purpose,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
spotify:track:0h0rK1qfiEUMGGV36TqKt5,1 Hz Deep Sleep - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Sleep (Delta Waves),62,136124,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7twkADLVrE7kPlduYKxnph,2 Hz Dreamless Sleep - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Sleep (Delta Waves),61,171000,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3pss7zysZ8ncbj56XlPpl3,0.5 Hz Delta Waves - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Sleep (Delta Waves),61,138270,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1nwZaKS7S65x7w4LXwVXDN,Delta Waves for Sleep,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Deep Sleep: Binaural Beats, Theta Waves, Alpha Waves and Ambient Music For Sleep, Sleeping Music, Sleep Aid and Soft Sleep Music",51,128968,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1JE32N6BgP6kYm5o62cG4J,Pulsating,spotify:artist:6NVTfMNP8uBHUDCsHm1oqi,Entrainment,61,[],Binaural Beats Sleep,36,127690,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5Qn9Fb4x9MSXaASQcrNmM0,Sometimes,spotify:artist:2IDLDx25HU1nQMKde4n61a,Rich Brian,70,['indonesian hip hop'],1999,20,240000,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:02d6g59KTjIoMEeyYWRh6x,STAY MASKED,spotify:artist:0CCM1dk02DXOq7m7e5LYCO,Mr Mere,2,"['aussie drill', 'drill']",STAY MASKED,1,138970,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5w9znMVt2FNKExzFwaHrSA,Sometimes,spotify:artist:2IDLDx25HU1nQMKde4n61a,Rich Brian,70,['indonesian hip hop'],1999,36,240000,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6vGLtG3berGyygEKOGm6sx,Lucid Dream Inducing Music,spotify:artist:6XJykeImeaTIiXaeoORBs5,Deep Sleep Music Collective,62,[],Lucid Dreaming Music,40,193500,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4TSkdIf9zT1dmQBUjGdYFB,Delta Waves Sleeping Music,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Binaural Beats: Soothing and Ambient Sleep Sounds of Alpha Waves, Isochronic Tones, Brainwave Entrainment and Sleeping Music",51,150112,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5tKwfwZmnYTYheDjPSA8OB,What I Do,spotify:artist:58ASRfojjs1J8bhyuUh1tI,Gavlyn,36,[],From the Art,26,190068,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:48mAQMswntFvcdBw7DSaHq,Op Die Rap,spotify:artist:30WLe30YBfDFoIkJS0Tml9,Ares,45,[],PRINS,23,168315,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5ee4JiRtdMEwp2EpgjQfTb,Maestro,spotify:artist:5iJp8KCg5BtmLgAIxlcRcq,Buck Chrome,5,[],Maestro,11,190129,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3AE4jmo39N2z8RC05mMWpS,Fly Love Song (feat. Pase Rock),spotify:artist:6AE5XsUcbWE2XrQccVVJyd,Uyama Hiroto,51,"['jazz rap', 'nu jazz']",a son of the sun,29,238280,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3QMYbpqs5449hRSc6TQghq,Fast Car,spotify:artist:2848adRcxvgWNRcz1g1tQD,Felly,50,['jazz rap'],Fast Car,17,156038,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3DeWAEV3OkUcvyQyvuyJpY,In a Pale Moon´s Shadow (Chapter III),spotify:artist:7wHPtfK57nbFkg3k16BV5O,Haggard,45,"['symphonic metal', 'gothic metal', 'folk metal', 'medieval metal', 'metal']",And Thou Shalt Trust the Seer,30,578226,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3ILi3krevK8Q5k5Iq1lGhG,Binaural Beats Sleep Aid,spotify:artist:5Mk1SfiKteGGUq5WDcRwOB,Binaural Beats Library,49,[],"Binaural Beats: Rain Sounds and Ambient Music, Isochronic Tones and Delta Waves For Deep Sleep Music",21,134666,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4SC9mr52R8kzD6wGfxcq32,Binaural Beats Sleep Aid,spotify:artist:0D1VRw0eu2OENlTFZpOb2O,Binaural Beats Isochronic Tones Lab,38,[],"Binaural Beats Isochronic Tones Lab: Alpha Waves for Sleep, Ambient Binaural Beats and Ocean Waves, Deep Sleep, Sleeping Theta Waves and Relaxing Sleep Music",23,153774,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2tIIth8UwyReGW4gJ0X2Lp,Binaural Beats For Sleeping,spotify:artist:2DvbYXMiUAQuupPEQnIt1I,Alpha Brain Waves,56,[],"Brain Waves Sleep: Binaural Beats Sleeping Frequencies for Deep Sleep, Calm Solfeggio Sleeping",24,129955,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2lFWEbBf8ULVfwkEyPY4vD,Binaural Beats Sleep Aid,spotify:artist:6mL2ScB9h0vU01mqpXQlvf,Binaural Beats Sleep Music,12,[],"Alpha Sleep Waves: Deep Sleeping Frequencies For Total Sleep Beats, Healing and Full Nights Sleep",3,128246,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2NiHurpLk3uWYCWzxeYgmi,Binaural Beats Relaxation,spotify:artist:2DvbYXMiUAQuupPEQnIt1I,Alpha Brain Waves,56,[],"Brain Waves Sleep: Binaural Beats Sleeping Frequencies for Deep Sleep, Calm Solfeggio Sleeping",25,127601,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:53abX1JN9O5Yp4AicZT7Qg,Binaural Beats Sleep Music,spotify:artist:0D1VRw0eu2OENlTFZpOb2O,Binaural Beats Isochronic Tones Lab,38,[],"Binaural Beats Isochronic Tones Lab: Alpha Waves for Sleep, Ambient Binaural Beats and Ocean Waves, Deep Sleep, Sleeping Theta Waves and Relaxing Sleep Music",25,141634,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4sBxL8ormCFDgVfcDxoIPZ,Binaural Beats Sleeping Music,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],Ambient Deep Sleep: Binaural Beats Inner Peace Sleep Music,2,124915,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4lwgKKHlGfFhxRUOnvRCj4,Binaural Beats Deep Sleep Hypnosis,spotify:artist:5fEs2L5wUZDsFQ01NzZPzP,Beatwaves,38,[],Sleeping Binaural Beats: Frequency Waves for Good Nights,2,123380,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5Alzulv8gkD3I6getq46dj,Binaural Beats for Peaceful Mind,spotify:artist:2lTCv1C4L5KOu3nMjaws0q,Sleep Music α,51,[],Deep Sleep -Delta Waves Binaural Beats-,21,116166,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1Hum3F6Oz7d3f9IiynVPyn,Delta Binaural Beats (432Hz),spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],Sleep Music Healing,1,172000,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:19eTOHMjJ4oa23StaHxCji,Binaural Beats for Deep Sleep and Lucid Dreaming,spotify:artist:5fEs2L5wUZDsFQ01NzZPzP,Beatwaves,38,[],Sleeping Binaural Beats: Frequency Waves for Good Nights,2,122924,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1sWwbuPJkmXv15dkRoUGPB,Binaural Beats for Deep Sleep and Stress Reduction,spotify:artist:5fEs2L5wUZDsFQ01NzZPzP,Beatwaves,38,[],Sleeping Binaural Beats: Frequency Waves for Good Nights,2,123258,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3md9ih5DcuqhYO6FVs6KDs,Binaural Beats (REM Sleep),spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",40,118386,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3ZMdWYTLrOuRaZQyFZXdv3,Deep Sleep,spotify:artist:2DvbYXMiUAQuupPEQnIt1I,Alpha Brain Waves,56,[],"Brain Waves Sleep: Binaural Beats Sleeping Frequencies for Deep Sleep, Calm Solfeggio Sleeping",26,118520,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1LBYMiod9OB1KkegpQ87av,Binaural Beats Sleeping Music,spotify:artist:5Mk1SfiKteGGUq5WDcRwOB,Binaural Beats Library,49,[],"Binaural Beats: Rain Sounds and Ambient Music, Isochronic Tones and Delta Waves For Deep Sleep Music",23,117333,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6i3j8YmSlOp4FYPDsx6vDV,Sleep Aid: Binaural Beats for Deep Restorative Sleep,spotify:artist:5fEs2L5wUZDsFQ01NzZPzP,Beatwaves,38,[],Sleeping Binaural Beats: Frequency Waves for Good Nights,3,123180,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5jTqOFu42zk0lhSXki94rb,Binaural Beats Sleep Aid,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Deep Sleep: Binaural Beats, Theta Waves, Alpha Waves and Ambient Music For Sleep, Sleeping Music, Sleep Aid and Soft Sleep Music",14,118124,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:10KQw4PMdOrs45UujUmSMB,Binaural Beats and Isochronic Tones,spotify:artist:2DvbYXMiUAQuupPEQnIt1I,Alpha Brain Waves,56,[],"Brain Waves Sleep: Binaural Beats Sleeping Frequencies for Deep Sleep, Calm Solfeggio Sleeping",23,121412,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3ScpWG1R4loofwHwRBRXgS,Deep Mind State Binaural Beats,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],Sleep Music Healing,2,185000,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4J5FE6r667cys7k6blpLvn,Sleeping Music and Binaural Beats,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],Ambient Deep Sleep: Binaural Beats Inner Peace Sleep Music,1,127232,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4Ut6P2LRC1YBPEWAYslgmX,Deep Sleep Meditation: Binaural Beats for Peaceful Dreams,spotify:artist:5fEs2L5wUZDsFQ01NzZPzP,Beatwaves,38,[],Sleeping Binaural Beats: Frequency Waves for Good Nights,2,123239,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0XA561xP4FljWKMLvdFf3t,Binaural Beats Sleep,spotify:artist:5lKaPKuNyNz6LN6NfM5vz1,Binaural Beats,52,[],Binaural Beats: Soothing Sounds for Deep Sleep and Relaxation,25,140453,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:11ALAeKVd4n6rtOsheDBWX,Binaural Beats Sleep Music,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Deep Sleep: Binaural Beats, Theta Waves, Alpha Waves and Ambient Music For Sleep, Sleeping Music, Sleep Aid and Soft Sleep Music",15,130873,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6j5fChQXRy5woXYZmZObFh,Binaural Beats Sleep,spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Deep Sleep: Binaural Beats, Theta Waves, Alpha Waves and Ambient Music For Sleep, Sleeping Music, Sleep Aid and Soft Sleep Music",15,124708,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7IJ8mkMmKNVlaPiXOKlEY4,Binaural Beats Sleep,spotify:artist:0D1VRw0eu2OENlTFZpOb2O,Binaural Beats Isochronic Tones Lab,38,[],"Binaural Beats Isochronic Tones Lab: Alpha Waves for Sleep, Ambient Binaural Beats and Ocean Waves, Deep Sleep, Sleeping Theta Waves and Relaxing Sleep Music",26,137587,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2AEly7gar0qPwcBYEogbxg,432 Hz Deep Sleep Binaural Beats,spotify:artist:2g7xdJjRaeFBPw9oT8JBZE,Zenify,29,[],Deep Sleep Frequency Loopable Sine Tones,5,800000,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3fBoH3mPWiicBOdKNj8b72,Lucid Dream Music,spotify:artist:0AbIvXTygTdmCgu0r6Mq2G,BodyHI,54,[],Mind Healing & Hypnotherapy,36,193250,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0z6gRI7XGqBbfz2xd9RFz0,4.5 Hz REM Sleep - Binaural Beats,spotify:artist:4rXABp4A7KjG9elWFNAbO4,Miracle Tones,85,[],Binaural Beats - Meditation (Theta Waves),61,122266,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:6cbK8OIfHPPQlZSmGjbIrd,Binaural Beats and Brainwave Entrainment,spotify:artist:2DvbYXMiUAQuupPEQnIt1I,Alpha Brain Waves,56,[],"Brain Waves Sleep: Binaural Beats Sleeping Frequencies for Deep Sleep, Calm Solfeggio Sleeping",23,126592,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0mgsi9bG5oizpqCfvgOoR7,Binaural Beats for Sleep & Lucid Dreams,spotify:artist:6XJykeImeaTIiXaeoORBs5,Deep Sleep Music Collective,62,[],Lucid Dreaming Music,37,193500,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5c2Z8yYAOWgQUNt9RIWLWH,Binaural Beats (Meditation Music),spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",28,119510,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:67HfhlRMgp95U89cAb1s7i,Binaural Beats (Attention and Focus Study),spotify:artist:5C95YXNLyaqbZjhwXMjZ4r,Binaural Beats Sleep,56,[],"Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",28,117368,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7IaYp2r0swafSd7iPXk8Ds,Break the Ice,spotify:artist:0srIcdeVQQaftAQnLSUcAq,J P Rose,42,['uk r&b'],Break the Ice,1,179454,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4sEsRrs0Sc9nE3spv7vytr,Vacant Hearts,spotify:artist:1J7Klp1qOROtxleiPVEHyn,vakantz,14,['shoegaze'],Vacant Hearts,13,106231,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4a1UOkKIClf1GMydZzsenC,Building Bridges,spotify:artist:45a6gCQWq61lIUDmr1tKuO,Bun B,61,['southern hip hop'],Trillstatik 2 (the 420 Deluxe),10,175542,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5wQAPyKX6y4mRD3z5eUOYb,Feel so Real,spotify:artist:6v8pFbihIDnlV6freVYMmZ,Carpark North,41,['dansk pop'],Hope,6,216266,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3rTYQ0lOPJbvpB3Yp9nyPB,In a Pale Moon's Shadow (Chapter III) - 2011 Remaster,spotify:artist:7wHPtfK57nbFkg3k16BV5O,Haggard,45,"['symphonic metal', 'gothic metal', 'folk metal', 'medieval metal', 'metal']",And Thou Shalt Trust The Seer (2011 Remaster),16,578000,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0NT47jFPxbVw3pJ7NCJeGb,Get Down (With My Love),spotify:artist:7gG6LkU3pCSQmCIPR4aSBt,The Juan Maclean,34,"['electroclash', 'nu disco', 'indie dance', 'alternative dance']",The Brighter The Light,6,404452,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1tLfW2FVdyIJ7P6OjO4BD7,attached,spotify:artist:7b79ML9Sn9fsJQdP8f2OQV,Coffizz,22,['trap metal'],attached,1,110064,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:148Qnq8xJUrVimwaVgKYbs,Get Down (With My Love),spotify:artist:7gG6LkU3pCSQmCIPR4aSBt,The Juan Maclean,34,"['electroclash', 'nu disco', 'indie dance', 'alternative dance']",Get Down (With My Love),3,442275,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7f5KGaujux2Ttq6mXbGAt2,The Ceremony,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,Russ,77,[],5280,16,237348,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0trzVEcw0S5RH5fKnpW24L,.HENNY CAKE,spotify:artist:1TQKggQGVxtU2n5xDTTti5,2forwOyNE,39,[],.OVERSTIMULATED,1,183829,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1W27eEt4EdjmEsuiSaUeVn,Live Life,spotify:artist:6A7BMVAmKqMDXcFb9T7wB7,Matt Easton,32,[],Live Life,40,269635,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4iDVD6WmqXlstOrNAPLJPo,Break the Ice,spotify:artist:0srIcdeVQQaftAQnLSUcAq,J P Rose,42,['uk r&b'],Lo-Soul,1,179454,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:202EUZ4N0BzzF8upaPyZ5b,The Day As Heaven Wept (Chapter I),spotify:artist:7wHPtfK57nbFkg3k16BV5O,Haggard,45,"['symphonic metal', 'gothic metal', 'folk metal', 'medieval metal', 'metal']",And Thou Shalt Trust the Seer,27,346653,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5kIqkd0ILkHsT0HupHTNSQ,Nine 2 Five,spotify:artist:6VgMn6FEYzoL37PxoVEx17,4brvhvm,9,[],Songs From Underneath (Extended),3,196875,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4MCYXrUEq95RfGvkdd5SjY,In a Pale Moons Shadow,spotify:artist:7wHPtfK57nbFkg3k16BV5O,Haggard,45,"['symphonic metal', 'gothic metal', 'folk metal', 'medieval metal', 'metal']",Awaking the Gods (Live in Mexico),12,663626,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1iidEjzO7ugoUBswOdE6ES,Two Ladies,spotify:artist:1def2e5GEvzTkzC7bu2brX,Erin Hill,31,['musicals'],Cabaret (New Broadway Cast Recording),45,171173,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7dWlBJTHiVWeFlA7ATMAXc,Love,spotify:artist:3lb6eJ0loEnughnoNfHXSR,Sweatshop Union,37,['underground hip hop'],Infinite,9,204240,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2yFAKm5Hb2AGIsmAigxje7,The Day as Heaven Wept (Chapter I) - 2011 Remaster,spotify:artist:7wHPtfK57nbFkg3k16BV5O,Haggard,45,"['symphonic metal', 'gothic metal', 'folk metal', 'medieval metal', 'metal']",And Thou Shalt Trust The Seer (2011 Remaster),16,346413,sleep,Delta (0.5-4Hz),sleep,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5lRxPbxSEooNvRbZAi14sx,Binaural Beats Healing Energy,spotify:artist:4fQId7SvZ1T10dAmQ7ozxo,Music Body and Spirit,61,['native american music'],Deep Nervous System Reset,19,288000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4tIrCzxoa1XtdxDWIxX4pe,10 Hz Happiness Meditation,spotify:artist:4fQId7SvZ1T10dAmQ7ozxo,Music Body and Spirit,61,['native american music'],Binaural Beats 432 Hz,16,139000,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:1dxw76djF4d0uVWVUHTCWN,Binaural Beats (Meditation),spotify:artist:55p5mMwDjBBLdzVXs9bePO,ASMR,37,[],Binaural Beats: Calm Soothing Music for Relaxation & Deep Sleep,23,122620,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:4wuqlQXpPpEVRhCCyvoe1u,UOENO,spotify:artist:7a9KRWdaSZktpGGnWndzbC,Black Hippy,47,[],Uoeno,49,342285,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:3jq1sm2DxRycXbStX7bngE,40 Hz Meditation for Relaxation,spotify:artist:32WXoO8LWPBsfA1kSRj3Fe,Sona Resonance,31,[],Brain Activation,46,90689,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:5hQhfIlRbiCitlcN34jIJ7,7 Hz Binaural Alpha Wave,spotify:artist:3quZOgrK8DtytUykpctbc2,Aisuru Tides,28,[],Binaural Alpha Wave,40,172000,meditation,Alpha (8-12Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:2umB2QdDZn4v79HvdK3HSp,Binaural Beats Meditation,spotify:artist:7rfR2Pmx3GNKyrjgMNCUEa,Study Music & Sounds,50,[],"Study Music for Focus and Ambient Alpha Waves Binaural Beats Studying Music, Vol. 4",19,143425,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:0fSO7X9DnmPuK9CSwDNElC,Exam Study Music 40 Hz Gamma Binaural Beats,spotify:artist:2N7oZ9w6xVBUsouT8OP7Ey,Medi Tuner,34,"['bhajan', 'devotional']",Exam Study Music 40 Hz Gamma Binaural Beats,25,307437,meditation,Gamma (30-50Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
spotify:track:7DmgSLTCTHH2FAw7U1XQ1R,Binaural Beats Meditation,spotify:artist:7rfR2Pmx3GNKyrjgMNCUEa,Study Music & Sounds,50,[],"Studying Music: Binaural Beats Sounds For Studying, Focus, Concentration and Ambient Study Music",15,138583,meditation,Theta (4-8Hz),meditation,0.1,0.2,5,-12.0,1,0.02,0.8,0.9,0.05,0.4,60.0
